Time,Price,BuySell,Volume
09:25:01,5.89,B,50
09:25:01,5.89,B,50
09:25:01,5.89,B,200
09:25:01,5.89,B,2300
09:25:01,5.89,B,100
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,400
09:25:01,5.89,S,1500
09:25:01,5.89,S,500
09:25:01,5.89,S,1000
09:25:01,5.89,S,10000
09:25:01,5.89,S,100
09:25:01,5.89,S,100
09:25:01,5.89,S,1100
09:25:01,5.89,S,5000
09:25:01,5.89,S,100
09:25:01,5.89,S,900
09:25:01,5.89,S,2700
09:25:01,5.89,S,400
09:25:01,5.89,S,900
09:25:01,5.89,S,800
09:25:01,5.89,B,100
09:25:01,5.89,S,100
09:25:01,5.89,S,500
09:25:01,5.89,S,100
09:25:01,5.89,S,7300
09:25:01,5.89,S,100
09:25:01,5.89,S,200
09:25:01,5.89,B,100
09:25:01,5.89,B,500
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,600
09:25:01,5.89,B,400
09:25:01,5.89,B,100
09:25:01,5.89,B,100
09:25:01,5.89,B,200
09:25:01,5.89,B,100
09:25:01,5.89,B,400
09:25:01,5.89,B,600
09:25:01,5.89,B,100
09:25:01,5.89,B,8800
09:25:01,5.89,B,500
09:25:01,5.89,B,200
09:25:01,5.89,B,200
09:25:01,5.89,B,200
09:25:01,5.89,B,1000
09:25:01,5.89,B,800
09:25:01,5.89,S,1700
09:25:01,5.89,B,1000
09:25:01,5.89,B,1000
09:25:01,5.89,B,1000
09:25:01,5.89,B,600
09:25:01,5.89,B,800
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,500
09:25:01,5.89,B,200
09:25:01,5.89,B,1000
09:25:01,5.89,B,1300
09:25:01,5.89,B,100
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,3000
09:25:01,5.89,B,1900
09:25:01,5.89,B,100
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,1700
09:25:01,5.89,B,200
09:25:01,5.89,B,1000
09:25:01,5.89,B,1500
09:25:01,5.89,S,2500
09:25:01,5.89,S,500
09:25:01,5.89,S,400
09:25:01,5.89,S,200
09:25:01,5.89,S,1000
09:25:01,5.89,S,1400
09:25:01,5.89,S,8600
09:25:01,5.89,S,100
09:25:01,5.89,S,1300
09:25:01,5.89,B,1200
09:25:01,5.89,B,500
09:25:01,5.89,B,100
09:25:01,5.89,B,1500
09:25:01,5.89,B,200
09:25:01,5.89,B,700
09:25:01,5.89,B,3000
09:25:01,5.89,B,800
09:25:01,5.89,B,200
09:25:01,5.89,B,100
09:25:01,5.89,B,100
09:25:01,5.89,B,300
09:25:01,5.89,B,100
09:25:01,5.89,B,1000
09:25:01,5.89,B,5000
09:25:01,5.89,B,5000
09:30:00,5.89,B,2900
09:30:00,5.89,B,500
09:30:00,5.89,B,100
09:30:00,5.89,B,400
09:30:00,5.89,B,300
09:30:00,5.89,B,800
09:30:02,5.89,B,900
09:30:02,5.89,B,100
09:30:02,5.89,B,100
09:30:02,5.89,B,200
09:30:02,5.89,B,400
09:30:02,5.89,B,400
09:30:02,5.89,B,100
09:30:02,5.89,B,200
09:30:02,5.89,B,200
09:30:02,5.89,B,3000
09:30:02,5.89,B,200
09:30:02,5.89,B,1000
09:30:02,5.89,B,1000
09:30:02,5.89,B,200
09:30:02,5.89,B,300
09:30:02,5.89,B,100
09:30:02,5.89,B,1000
09:30:02,5.89,B,1400
09:30:02,5.89,B,100
09:30:02,5.89,B,100
09:30:02,5.89,B,800
09:30:02,5.89,B,100
09:30:02,5.89,B,900
09:30:02,5.89,B,1000
09:30:02,5.89,B,6500
09:30:02,5.89,B,1800
09:30:02,5.89,B,100
09:30:02,5.89,B,900
09:30:02,5.88,S,2000
09:30:02,5.88,S,8000
09:30:02,5.89,B,100
09:30:02,5.89,B,2000
09:30:02,5.89,B,400
09:30:02,5.89,B,200
09:30:02,5.89,B,100
09:30:02,5.89,B,2000
09:30:02,5.89,B,21000
09:30:02,5.89,B,4300
09:30:02,5.89,B,800
09:30:02,5.89,B,14900
09:30:02,5.89,S,2000
09:30:02,5.89,S,200
09:30:02,5.9,B,2000
09:30:02,5.9,B,400
09:30:02,5.9,B,100
09:30:02,5.9,B,2500
09:30:02,5.89,S,200
09:30:03,5.89,S,14600
09:30:03,5.89,S,1000
09:30:03,5.89,S,1200
09:30:03,5.88,S,10000
09:30:03,5.88,S,900
09:30:03,5.88,S,2000
09:30:03,5.88,S,1000
09:30:03,5.88,S,10000
09:30:03,5.88,S,500
09:30:03,5.88,S,100
09:30:03,5.88,S,100
09:30:03,5.87,S,100
09:30:03,5.87,S,100
09:30:03,5.87,S,1000
09:30:03,5.87,S,200
09:30:03,5.87,S,100
09:30:03,5.87,S,900
09:30:03,5.87,S,1200
09:30:03,5.89,S,800
09:30:03,5.87,S,100
09:30:03,5.88,B,4200
09:30:03,5.89,S,200
09:30:03,5.89,S,2600
09:30:03,5.89,S,3000
09:30:03,5.89,S,100
09:30:04,5.89,S,2000
09:30:04,5.9,B,2500
09:30:04,5.9,S,1000
09:30:04,5.9,S,300
09:30:04,5.9,S,300
09:30:04,5.9,S,300
09:30:05,5.9,S,2000
09:30:05,5.9,S,3600
09:30:05,5.89,S,1400
09:30:05,5.9,S,600
09:30:05,5.9,S,500
09:30:06,5.89,S,300
09:30:06,5.89,S,1500
09:30:06,5.89,S,300
09:30:06,5.89,S,4500
09:30:07,5.89,S,500
09:30:07,5.9,B,900
09:30:07,5.89,S,2000
09:30:07,5.89,S,1000
09:30:07,5.9,B,700
09:30:08,5.89,S,500
09:30:08,5.89,S,2000
09:30:08,5.89,S,400
09:30:08,5.9,B,5000
09:30:08,5.89,S,300
09:30:09,5.89,S,400
09:30:11,5.9,S,100
09:30:11,5.9,S,300
09:30:11,5.9,S,100
09:30:12,5.9,S,9500
09:30:12,5.89,S,100
09:30:14,5.89,S,2000
09:30:15,5.91,B,200
09:30:15,5.91,B,200
09:30:15,5.89,S,5000
09:30:18,5.89,S,100
09:30:18,5.89,S,800
09:30:22,5.91,B,500
09:30:23,5.91,B,500
09:30:26,5.91,B,100
09:30:27,5.9,S,1000
09:30:28,5.9,S,500
09:30:28,5.9,S,2100
09:30:28,5.9,S,700
09:30:28,5.89,S,16700
09:30:34,5.9,S,2600
09:30:35,5.91,B,1700
09:30:35,5.91,B,600
09:30:39,5.9,S,10100
09:30:39,5.9,S,1500
09:30:39,5.9,S,3700
09:30:40,5.91,B,100
09:30:44,5.91,S,200
09:30:45,5.93,B,100
09:30:45,5.93,B,200
09:30:45,5.93,B,900
09:30:45,5.93,B,800
09:30:47,5.91,S,800
09:30:49,5.91,S,400
09:30:49,5.91,S,300
09:30:49,5.91,S,2700
09:30:51,5.91,S,800
09:30:53,5.91,S,100
09:30:55,5.91,S,1000
09:30:57,5.93,B,500
09:30:57,5.91,S,400
09:30:58,5.91,S,2000
09:30:59,5.92,S,2000
09:30:59,5.91,S,3000
09:30:59,5.91,S,700
09:30:59,5.91,S,3400
09:30:59,5.91,S,1000
09:30:59,5.91,S,100
09:30:59,5.91,S,2500
09:30:59,5.91,S,3000
09:30:59,5.91,S,1000
09:30:59,5.91,S,500
09:30:59,5.91,S,12800
09:31:00,5.93,B,1000
09:31:00,5.93,B,7700
09:31:00,5.93,B,10000
09:31:03,5.93,S,1400
09:31:06,5.93,S,100
09:31:08,5.93,S,200
09:31:08,5.93,S,600
09:31:08,5.93,S,400
09:31:08,5.93,S,100
09:31:08,5.93,S,7300
09:31:09,5.93,S,2700
